order_id,document_id,customer_id,order_date,revenue_amount,causale,turnovendita,staff,bancovendita,numcoperti,cost,costoproduzione_foodbev,costoproduzione_materiali,costoproduzione_extra,costoproduzione_personale,costoproduzione_struttura,costoproduzione_consumi
272615,RE607,,150510,-20,941,1,,0,,-2,-1,"-0,4","-0,6",-3,-1,-2
272616,BS2455,,150510,14,951,1,,0,,"1,4","0,7","0,28","0,42","2,1","0,7","1,4"
272637,RE608,,150510,"-88,5",941,1,,0,,"-8,85","-4,425","-1,77","-2,655","-13,275","-4,425","-8,85"
272650,BS2471,,150510,74,951,1,11,6,,"7,4","3,7","1,48","2,22","11,1","3,7","7,4"
272663,BS2467,,150510,94,951,1,6,13,,"9,4","4,7","1,88","2,82","14,1","4,7","9,4"
272665,BS2464,,150510,30,951,1,194,401,,3,"1,5","0,6","0,9","4,5","1,5",3
272679,BS2458,,150510,"27,5",951,1,,0,,"2,75","1,375","0,55","0,825","4,125","1,375","2,75"
272698,BS2466,,150510,30,951,1,11,301,,3,"1,5","0,6","0,9","4,5","1,5",3
272703,BF122,77,150510,100,953,1,9,402,,10,5,2,3,15,5,10
272713,BS2468,,150510,40,951,1,11,204,,4,2,"0,8","1,2",6,2,4
272780,BS2469,,150510,20,951,1,207,2,,2,1,"0,4","0,6",3,1,2
272798,RE609,,150510,-14,941,1,,0,,"-1,4","-0,7","-0,28","-0,42","-2,1","-0,7","-1,4"
272822,BS2470,,150510,65,951,1,11,307,,"6,5","3,25","1,3","1,95","9,75","3,25","6,5"
272950,BS2472,,150510,"17,5",951,1,11,302,,"1,75","0,875","0,35","0,525","2,625","0,875","1,75"
272984,RE610,,150511,-14,941,1,,0,,"-1,4","-0,7","-0,28","-0,42","-2,1","-0,7","-1,4"
272985,RE611,,150511,-10,941,1,,0,,-1,"-0,5","-0,2","-0,3","-1,5","-0,5",-1
272986,BS2475,,150511,"87,5",951,1,194,4,,"8,75","4,375","1,75","2,625","13,125","4,375","8,75"
272988,RE612,,150511,-30,941,1,,0,,-3,"-1,5","-0,6","-0,9","-4,5","-1,5",-3
272989,RE613,,150511,"-11,5",941,1,,0,,"-1,15","-0,575","-0,23","-0,345","-1,725","-0,575","-1,15"
272991,RE614,,150511,-16,941,1,,0,,"-1,6","-0,8","-0,32","-0,48","-2,4","-0,8","-1,6"
272992,RE615,,150511,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
272993,RE616,,150511,"-7,5",941,1,,0,,"-0,75","-0,375","-0,15","-0,225","-1,125","-0,375","-0,75"
273000,BS2473,,150511,27,951,1,,0,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
273002,RE617,,150511,-5,941,1,,0,,"-0,5","-0,25","-0,1","-0,15","-0,75","-0,25","-0,5"
273009,BS2477,,150511,50,951,1,194,27,,5,"2,5",1,"1,5","7,5","2,5",5
273011,RE618,,150511,-24,941,1,,0,,"-2,4","-1,2","-0,48","-0,72","-3,6","-1,2","-2,4"
273016,BS2478,,150511,46,951,1,274,13,,"4,6","2,3","0,92","1,38","6,9","2,3","4,6"
273032,BS2474,,150511,27,951,1,,0,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
273034,BF123,244,150511,27,953,1,,0,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
273042,RE619,,150511,-5,941,1,,0,,"-0,5","-0,25","-0,1","-0,15","-0,75","-0,25","-0,5"
273043,BS2476,,150511,36,951,1,,0,,"3,6","1,8","0,72","1,08","5,4","1,8","3,6"
273050,BS2479,,150511,56,951,1,194,1,,"5,6","2,8","1,12","1,68","8,4","2,8","5,6"
273054,BS2480,,150511,23,951,1,194,2,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
273058,RE620,,150511,-4,941,1,,0,,"-0,4","-0,2","-0,08","-0,12","-0,6","-0,2","-0,4"
273097,BF124,280,150511,"28,5",953,1,194,16,,"2,85","1,425","0,57","0,855","4,275","1,425","2,85"
273116,RE621,,150511,-12,941,1,,0,,"-1,2","-0,6","-0,24","-0,36","-1,8","-0,6","-1,2"
273118,RE622,,150511,-18,941,1,,0,,"-1,8","-0,9","-0,36","-0,54","-2,7","-0,9","-1,8"
273122,BS2481,,150511,28,951,1,194,28,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
273149,BS2482,,150513,"26,5",951,1,,0,,"2,65","1,325","0,53","0,795","3,975","1,325","2,65"
273153,BS2485,,150513,34,951,1,194,304,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
273161,BS2486,,150513,28,951,1,11,206,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
273163,BS2484,,150513,"17,5",951,1,194,306,,"1,75","0,875","0,35","0,525","2,625","0,875","1,75"
273169,BS2487,,150513,"24,5",951,1,11,305,,"2,45","1,225","0,49","0,735","3,675","1,225","2,45"
273171,BS2483,,150513,5,951,1,,0,,"0,5","0,25","0,1","0,15","0,75","0,25","0,5"
273175,BS2488,,150513,"28,5",951,1,9,205,,"2,85","1,425","0,57","0,855","4,275","1,425","2,85"
273179,BS2491,,150513,35,951,1,194,302,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
273185,BS2493,,150513,30,951,1,6,12,,3,"1,5","0,6","0,9","4,5","1,5",3
273188,BS2498,,150513,140,951,1,11,104,,14,7,"2,8","4,2",21,7,14
273194,BS2492,,150513,45,951,1,11,202,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
273197,BS2489,,150513,"29,5",951,1,9,13,,"2,95","1,475","0,59","0,885","4,425","1,475","2,95"
273203,BS2490,,150513,"24,5",951,1,11,306,,"2,45","1,225","0,49","0,735","3,675","1,225","2,45"
273209,BS2501,,150513,125,951,1,194,404,,"12,5","6,25","2,5","3,75","18,75","6,25","12,5"
273219,BS2500,,150513,84,951,1,11,307,,"8,4","4,2","1,68","2,52","12,6","4,2","8,4"
273239,BS2497,,150513,37,951,1,194,206,,"3,7","1,85","0,74","1,11","5,55","1,85","3,7"
273245,BS2499,,150513,25,951,1,194,305,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
273266,BS2494,,150513,"39,5",951,1,6,13,,"3,95","1,975","0,79","1,185","5,925","1,975","3,95"
273275,BS2502,,150513,33,951,1,11,203,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
273277,RE623,,150513,"-26,5",941,1,,0,,"-2,65","-1,325","-0,53","-0,795","-3,975","-1,325","-2,65"
273311,BS2495,,150513,17,951,1,,0,,"1,7","0,85","0,34","0,51","2,55","0,85","1,7"
273313,BS2496,,150513,17,951,1,,0,,"1,7","0,85","0,34","0,51","2,55","0,85","1,7"
273348,RE624,,150513,-10,941,1,,0,,-1,"-0,5","-0,2","-0,3","-1,5","-0,5",-1
273350,BS2503,,150513,30,951,1,11,303,,3,"1,5","0,6","0,9","4,5","1,5",3
273360,BS2504,,150514,15,951,1,,0,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
273363,RE625,,150514,"-15,5",941,1,,0,,"-1,55","-0,775","-0,31","-0,465","-2,325","-0,775","-1,55"
273364,BS2505,,150514,15,951,1,,0,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
273366,BS2509,,150514,"49,5",951,1,194,404,,"4,95","2,475","0,99","1,485","7,425","2,475","4,95"
273370,BS2506,,150514,"11,5",951,1,,0,,"1,15","0,575","0,23","0,345","1,725","0,575","1,15"
273372,BS2507,,150514,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
273378,BS2510,,150514,27,951,1,194,301,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
273382,BS2508,,150514,"21,5",951,1,,0,,"2,15","1,075","0,43","0,645","3,225","1,075","2,15"
273386,BS2511,,150514,30,951,1,11,204,,3,"1,5","0,6","0,9","4,5","1,5",3
273400,BS2512,,150514,34,951,1,9,500,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
273413,BS2513,,150514,24,951,1,6,304,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
273434,BS2514,,150514,25,951,1,194,306,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
273447,BS2516,,150514,40,951,1,11,201,,4,2,"0,8","1,2",6,2,4
273454,BS2519,,150514,"44,5",951,1,194,204,,"4,45","2,225","0,89","1,335","6,675","2,225","4,45"
273461,BS2515,,150514,"37,5",951,1,194,500,,"3,75","1,875","0,75","1,125","5,625","1,875","3,75"
273464,BS2522,,150514,30,951,1,11,301,,3,"1,5","0,6","0,9","4,5","1,5",3
273472,BS2517,,150514,28,951,1,194,401,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
273482,BS2521,,150514,58,951,1,194,205,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
273492,BS2520,,150514,42,951,1,11,302,,"4,2","2,1","0,84","1,26","6,3","2,1","4,2"
273495,-s273494,,150514,0,998,1,194,500,,0,0,0,0,0,0,0
273504,BS2518,,150514,31,951,1,,0,,"3,1","1,55","0,62","0,93","4,65","1,55","3,1"
273652,BS2523,,150515,58,951,1,194,207,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
273654,BS2526,,150515,30,951,1,194,304,,3,"1,5","0,6","0,9","4,5","1,5",3
273659,BS2528,,150515,28,951,1,194,303,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
273666,BS2524,,150515,23,951,1,7,203,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
273668,BS2527,,150515,37,951,1,194,307,,"3,7","1,85","0,74","1,11","5,55","1,85","3,7"
273671,BS2538,,150515,60,951,1,6,13,,6,3,"1,2","1,8",9,3,6
273688,BS2525,,150515,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
273700,BS2531,,150515,45,951,1,11,105,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
273717,BS2532,,150515,30,951,1,194,304,,3,"1,5","0,6","0,9","4,5","1,5",3
273719,BS2533,,150515,35,951,1,194,301,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
273721,BS2529,,150515,"19,5",951,1,,0,,"1,95","0,975","0,39","0,585","2,925","0,975","1,95"
273726,BS2534,,150515,65,951,1,11,102,,"6,5","3,25","1,3","1,95","9,75","3,25","6,5"
273728,BS2530,,150515,22,951,1,,0,,"2,2","1,1","0,44","0,66","3,3","1,1","2,2"
273732,BS2536,,150515,38,951,1,194,500,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
273746,BS2537,,150515,30,951,1,194,306,,3,"1,5","0,6","0,9","4,5","1,5",3
273753,RE626,,150515,"-56,5",941,1,,0,,"-5,65","-2,825","-1,13","-1,695","-8,475","-2,825","-5,65"
273762,BS2541,,150515,25,951,1,11,204,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
273771,BS2540,,150515,35,951,1,194,203,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
273792,BS2542,,150515,70,951,1,6,12,,7,"3,5","1,4","2,1","10,5","3,5",7
273794,BS2544,,150515,50,951,1,194,11,,5,"2,5",1,"1,5","7,5","2,5",5
273799,BS2535,,150515,"13,5",951,1,,0,,"1,35","0,675","0,27","0,405","2,025","0,675","1,35"
273833,BS2539,,150515,"13,5",951,1,,0,,"1,35","0,675","0,27","0,405","2,025","0,675","1,35"
273836,BS2543,,150515,32,951,1,194,401,,"3,2","1,6","0,64","0,96","4,8","1,6","3,2"
273844,BS2546,,150515,110,951,1,6,24,,11,"5,5","2,2","3,3","16,5","5,5",11
273864,BS2545,,150515,120,951,1,11,103,,12,6,"2,4","3,6",18,6,12
273986,BS2549,,150516,40,951,1,11,204,,4,2,"0,8","1,2",6,2,4
273989,RE627,,150516,"-109,5",941,1,,0,,"-10,95","-5,475","-2,19","-3,285","-16,425","-5,475","-10,95"
273990,BS2547,,150516,15,951,1,,0,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
273992,BS2552,,150516,168,951,1,12,15,,"16,8","8,4","3,36","5,04","25,2","8,4","16,8"
273994,BS2554,,150516,37,951,1,12,13,,"3,7","1,85","0,74","1,11","5,55","1,85","3,7"
273997,RE628,,150516,"-29,5",941,1,,0,,"-2,95","-1,475","-0,59","-0,885","-4,425","-1,475","-2,95"
273998,BS2550,,150516,"42,5",951,1,6,16,,"4,25","2,125","0,85","1,275","6,375","2,125","4,25"
274009,BS2566,,150516,63,951,1,6,21,,"6,3","3,15","1,26","1,89","9,45","3,15","6,3"
274011,RE629,,150516,"-12,5",941,1,,0,,"-1,25","-0,625","-0,25","-0,375","-1,875","-0,625","-1,25"
274012,BS2553,,150516,24,951,1,11,303,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
274014,RE630,,150516,"-16,5",941,1,,0,,"-1,65","-0,825","-0,33","-0,495","-2,475","-0,825","-1,65"
274018,BS2560,,150516,60,951,1,194,307,,6,3,"1,2","1,8",9,3,6
274020,BS2555,,150516,50,951,1,194,404,,5,"2,5",1,"1,5","7,5","2,5",5
274022,RE631,,150516,"-22,5",941,1,,0,,"-2,25","-1,125","-0,45","-0,675","-3,375","-1,125","-2,25"
274023,BS2570,,150516,68,951,1,7,105,,"6,8","3,4","1,36","2,04","10,2","3,4","6,8"
274025,BS2563,,150516,60,951,1,207,1,,6,3,"1,2","1,8",9,3,6
274028,BS2558,,150516,50,951,1,6,25,,5,"2,5",1,"1,5","7,5","2,5",5
274032,BS2556,,150516,"27,5",951,1,11,305,,"2,75","1,375","0,55","0,825","4,125","1,375","2,75"
274034,BS2564,,150516,38,951,1,7,206,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
274038,BS2561,,150516,"49,5",951,1,194,500,,"4,95","2,475","0,99","1,485","7,425","2,475","4,95"
274043,RE632,,150516,-35,941,1,,0,,"-3,5","-1,75","-0,7","-1,05","-5,25","-1,75","-3,5"
274045,BS2548,,150516,35,951,1,,0,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
274057,BS2559,,150516,43,951,1,11,302,,"4,3","2,15","0,86","1,29","6,45","2,15","4,3"
274059,RE633,,150516,"-21,5",941,1,,0,,"-2,15","-1,075","-0,43","-0,645","-3,225","-1,075","-2,15"
274068,BS2575,,150516,38,951,1,7,203,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
274070,BS2574,,150516,108,951,1,6,24,,"10,8","5,4","2,16","3,24","16,2","5,4","10,8"
274072,BS2562,,150516,29,951,1,6,306,,"2,9","1,45","0,58","0,87","4,35","1,45","2,9"
274076,BS2565,,150516,30,951,1,11,205,,3,"1,5","0,6","0,9","4,5","1,5",3
274082,BS2551,,150516,15,951,1,,0,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
274096,BS2573,,150516,"43,5",951,1,6,26,,"4,35","2,175","0,87","1,305","6,525","2,175","4,35"
274105,BS2567,,150516,50,951,1,11,204,,5,"2,5",1,"1,5","7,5","2,5",5
274120,BS2579,,150516,84,951,1,207,3,,"8,4","4,2","1,68","2,52","12,6","4,2","8,4"
274125,BS2571,,150516,42,951,1,207,2,,"4,2","2,1","0,84","1,26","6,3","2,1","4,2"
274134,BS2569,,150516,27,951,1,12,14,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
274137,BS2572,,150516,"69,5",951,1,207,4,,"6,95","3,475","1,39","2,085","10,425","3,475","6,95"
274152,BS2568,,150516,23,951,1,6,22,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
274160,BS2557,,150516,12,951,1,,0,,"1,2","0,6","0,24","0,36","1,8","0,6","1,2"
274198,BS2587,,150516,95,951,1,7,104,,"9,5","4,75","1,9","2,85","14,25","4,75","9,5"
274211,BS2578,,150516,"48,5",951,1,11,202,,"4,85","2,425","0,97","1,455","7,275","2,425","4,85"
274213,BS2576,,150516,74,951,1,12,13,,"7,4","3,7","1,48","2,22","11,1","3,7","7,4"
274218,RE634,,150516,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
274228,BS2580,,150516,59,951,1,11,206,,"5,9","2,95","1,18","1,77","8,85","2,95","5,9"
274254,BS2583,,150516,100,951,1,6,11,,10,5,2,3,15,5,10
274256,BS2584,,150516,34,951,1,11,306,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
274268,BS2577,,150516,60,951,1,207,1,,6,3,"1,2","1,8",9,3,6
274276,BS2582,,150516,40,951,1,207,16,,4,2,"0,8","1,2",6,2,4
274289,BS2581,,150516,40,951,1,194,201,,4,2,"0,8","1,2",6,2,4
274301,BS2588,,150516,"108,5",951,1,7,103,,"10,85","5,425","2,17","3,255","16,275","5,425","10,85"
274306,BS2586,,150516,35,951,1,11,204,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
274326,BS2585,,150516,50,951,1,7,105,,5,"2,5",1,"1,5","7,5","2,5",5
274332,BS2589,,150516,35,951,1,12,14,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
274391,BS2590,,150516,29,951,1,11,304,,"2,9","1,45","0,58","0,87","4,35","1,45","2,9"
274546,BS2592,,150517,50,951,1,6,500,,5,"2,5",1,"1,5","7,5","2,5",5
274548,BS2591,,150517,45,951,1,6,302,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
274572,BS2593,,150517,48,951,1,6,305,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
274579,BF125,170,150517,85,953,1,6,201,,"8,5","4,25","1,7","2,55","12,75","4,25","8,5"
274594,BS2594,,150517,120,951,1,7,404,,12,6,"2,4","3,6",18,6,12
274601,BS2595,,150517,"43,5",951,1,6,203,,"4,35","2,175","0,87","1,305","6,525","2,175","4,35"
274627,BS2596,,150517,44,951,1,9,5,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
274633,BF126,281,150517,123,953,1,6,3,,"12,3","6,15","2,46","3,69","18,45","6,15","12,3"
274691,BS2597,,150517,375,951,1,,0,,"37,5","18,75","7,5","11,25","56,25","18,75","37,5"
274695,RE635,,150517,-18,941,1,,0,,"-1,8","-0,9","-0,36","-0,54","-2,7","-0,9","-1,8"
274696,BS2608,,150517,50,951,1,11,205,,5,"2,5",1,"1,5","7,5","2,5",5
274698,RE636,,150517,"-17,5",941,1,,0,,"-1,75","-0,875","-0,35","-0,525","-2,625","-0,875","-1,75"
274699,BS2601,,150517,45,951,1,274,306,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
274701,BS2599,,150517,40,951,1,274,302,,4,2,"0,8","1,2",6,2,4
274703,RE637,,150517,-23,941,1,,0,,"-2,3","-1,15","-0,46","-0,69","-3,45","-1,15","-2,3"
274707,RE638,,150517,-38,941,1,,0,,"-3,8","-1,9","-0,76","-1,14","-5,7","-1,9","-3,8"
274708,BS2602,,150517,40,951,1,274,500,,4,2,"0,8","1,2",6,2,4
274710,RE639,,150517,-33,941,1,,0,,"-3,3","-1,65","-0,66","-0,99","-4,95","-1,65","-3,3"
274711,BS2598,,150517,27,951,1,,0,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
274713,BS2618,,150517,70,951,1,6,14,,7,"3,5","1,4","2,1","10,5","3,5",7
274717,RE640,,150517,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
274718,RE641,,150517,-25,941,1,,0,,"-2,5","-1,25","-0,5","-0,75","-3,75","-1,25","-2,5"
274722,BS2603,,150517,160,951,1,194,406,,16,8,"3,2","4,8",24,8,16
274729,RE642,,150517,-19,941,1,,0,,"-1,9","-0,95","-0,38","-0,57","-2,85","-0,95","-1,9"
274740,BS2606,,150517,70,951,1,6,24,,7,"3,5","1,4","2,1","10,5","3,5",7
274742,BS2600,,150517,22,951,1,,0,,"2,2","1,1","0,44","0,66","3,3","1,1","2,2"
274750,BF127,282,150517,90,953,1,274,307,,9,"4,5","1,8","2,7","13,5","4,5",9
274766,BS2607,,150517,24,951,1,6,26,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
274768,RE643,,150517,-43,941,1,,0,,"-4,3","-2,15","-0,86","-1,29","-6,45","-2,15","-4,3"
274777,RE644,,150517,-16,941,1,,0,,"-1,6","-0,8","-0,32","-0,48","-2,4","-0,8","-1,6"
274781,BS2609,,150517,50,951,1,11,201,,5,"2,5",1,"1,5","7,5","2,5",5
274785,BS2610,,150517,80,951,1,207,5,,8,4,"1,6","2,4",12,4,8
274810,RE645,,150517,-19,941,1,,0,,"-1,9","-0,95","-0,38","-0,57","-2,85","-0,95","-1,9"
274817,BS2612,,150517,115,951,1,9,6,,"11,5","5,75","2,3","3,45","17,25","5,75","11,5"
274829,RE646,,150517,"-18,5",941,1,,0,,"-1,85","-0,925","-0,37","-0,555","-2,775","-0,925","-1,85"
274833,RE647,,150517,-17,941,1,,0,,"-1,7","-0,85","-0,34","-0,51","-2,55","-0,85","-1,7"
274835,RE648,,150517,"-29,5",941,1,,0,,"-2,95","-1,475","-0,59","-0,885","-4,425","-1,475","-2,95"
274839,BS2611,,150517,53,951,1,9,306,,"5,3","2,65","1,06","1,59","7,95","2,65","5,3"
274842,BS2604,,150517,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
274844,BS2605,,150517,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
274846,BS2613,,150517,60,951,1,274,500,,6,3,"1,2","1,8",9,3,6
274880,BS2614,,150517,60,951,1,6,27,,6,3,"1,2","1,8",9,3,6
274903,RE649,,150517,-24,941,1,,0,,"-2,4","-1,2","-0,48","-0,72","-3,6","-1,2","-2,4"
274941,BS2615,,150517,90,951,1,6,23,,9,"4,5","1,8","2,7","13,5","4,5",9
274945,BS2617,,150517,39,951,1,6,16,,"3,9","1,95","0,78","1,17","5,85","1,95","3,9"
274958,BS2616,,150517,50,951,1,274,203,,5,"2,5",1,"1,5","7,5","2,5",5
274986,RE650,,150517,"-13,5",941,1,,0,,"-1,35","-0,675","-0,27","-0,405","-2,025","-0,675","-1,35"
275008,BS2619,,150517,60,951,1,6,12,,6,3,"1,2","1,8",9,3,6
275088,RE651,,150517,-12,941,1,,0,,"-1,2","-0,6","-0,24","-0,36","-1,8","-0,6","-1,2"
275130,BS2620,,150518,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
275135,BS2625,,150518,48,951,1,208,105,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
275137,BS2622,,150518,35,951,1,274,303,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
275139,BS2621,,150518,"18,5",951,1,274,205,,"1,85","0,925","0,37","0,555","2,775","0,925","1,85"
275145,BS2623,,150518,30,951,1,274,202,,3,"1,5","0,6","0,9","4,5","1,5",3
275147,BS2627,,150518,48,951,1,274,302,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
275149,RE652,,150518,"-8,5",941,1,,0,,"-0,85","-0,425","-0,17","-0,255","-1,275","-0,425","-0,85"
275150,BS2624,,150518,44,951,1,274,304,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
275152,BF128,46,150518,"23,5",953,1,274,305,,"2,35","1,175","0,47","0,705","3,525","1,175","2,35"
275160,RE653,,150518,"-24,5",941,1,,0,,"-2,45","-1,225","-0,49","-0,735","-3,675","-1,225","-2,45"
275161,BS2629,,150518,75,951,1,274,500,,"7,5","3,75","1,5","2,25","11,25","3,75","7,5"
275163,BS2631,,150518,125,951,1,194,405,,"12,5","6,25","2,5","3,75","18,75","6,25","12,5"
275167,RE654,,150518,"-17,5",941,1,,0,,"-1,75","-0,875","-0,35","-0,525","-2,625","-0,875","-1,75"
275172,BS2630,,150518,40,951,1,274,204,,4,2,"0,8","1,2",6,2,4
275175,BS2635,,150518,45,951,1,274,201,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
275190,BS2632,,150518,"65,5",951,1,194,404,,"6,55","3,275","1,31","1,965","9,825","3,275","6,55"
275198,BS2628,,150518,"82,5",951,1,274,207,,"8,25","4,125","1,65","2,475","12,375","4,125","8,25"
275207,BF129,283,150518,296,953,1,6,401,,"29,6","14,8","5,92","8,88","44,4","14,8","29,6"
275231,RE655,,150518,-30,941,1,,0,,-3,"-1,5","-0,6","-0,9","-4,5","-1,5",-3
275235,BS2626,,150518,30,951,1,,0,,3,"1,5","0,6","0,9","4,5","1,5",3
275275,BS2633,,150518,"18,5",951,1,,0,,"1,85","0,925","0,37","0,555","2,775","0,925","1,85"
275278,BS2634,,150518,"18,5",951,1,,0,,"1,85","0,925","0,37","0,555","2,775","0,925","1,85"
275361,BS2636,,150520,28,951,1,,0,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
275366,BS2637,,150520,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
275369,BF130,15,150520,"53,5",953,1,11,500,,"5,35","2,675","1,07","1,605","8,025","2,675","5,35"
275371,RE656,,150520,-76,941,1,,0,,"-7,6","-3,8","-1,52","-2,28","-11,4","-3,8","-7,6"
275372,BS2639,,150520,"16,5",951,1,194,304,,"1,65","0,825","0,33","0,495","2,475","0,825","1,65"
275374,BS2640,,150520,25,951,1,11,305,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
275377,BS2641,,150520,"19,5",951,1,11,205,,"1,95","0,975","0,39","0,585","2,925","0,975","1,95"
275379,BF131,142,150520,57,953,1,11,103,,"5,7","2,85","1,14","1,71","8,55","2,85","5,7"
275382,BS2638,,150520,11,951,1,,0,,"1,1","0,55","0,22","0,33","1,65","0,55","1,1"
275395,BS2644,,150520,99,951,1,11,405,,"9,9","4,95","1,98","2,97","14,85","4,95","9,9"
275404,BF132,284,150520,"110,5",953,1,11,403,,"11,05","5,525","2,21","3,315","16,575","5,525","11,05"
275411,BS2642,,150520,48,951,1,194,301,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
275414,RE657,,150520,"-13,5",941,1,,0,,"-1,35","-0,675","-0,27","-0,405","-2,025","-0,675","-1,35"
275434,BS2643,,150520,"23,5",951,1,194,401,,"2,35","1,175","0,47","0,705","3,525","1,175","2,35"
275436,BS2645,,150520,38,951,1,194,304,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
275447,-s275446,,150520,0,998,1,194,103,,0,0,0,0,0,0,0
275526,BF133,226,150520,35,953,1,11,12,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
275544,BS2648,,150521,"37,5",951,1,194,401,,"3,75","1,875","0,75","1,125","5,625","1,875","3,75"
275550,RE658,,150521,-16,941,1,,0,,"-1,6","-0,8","-0,32","-0,48","-2,4","-0,8","-1,6"
275552,RE659,,150521,"-18,5",941,1,,0,,"-1,85","-0,925","-0,37","-0,555","-2,775","-0,925","-1,85"
275555,BS2650,,150521,58,951,1,11,403,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
275558,BS2646,,150521,"17,5",951,1,,0,,"1,75","0,875","0,35","0,525","2,625","0,875","1,75"
275560,BS2649,,150521,25,951,1,11,305,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
275574,BS2651,,150521,30,951,1,194,303,,3,"1,5","0,6","0,9","4,5","1,5",3
275576,BS2647,,150521,"9,5",951,1,,0,,"0,95","0,475","0,19","0,285","1,425","0,475","0,95"
275600,BS2654,,150521,52,951,1,11,406,,"5,2","2,6","1,04","1,56","7,8","2,6","5,2"
275633,BS2653,,150521,13,951,1,6,16,,"1,3","0,65","0,26","0,39","1,95","0,65","1,3"
275636,BS2656,,150521,29,951,1,194,306,,"2,9","1,45","0,58","0,87","4,35","1,45","2,9"
275646,BS2659,,150521,54,951,1,11,302,,"5,4","2,7","1,08","1,62","8,1","2,7","5,4"
275648,BS2655,,150521,40,951,1,11,204,,4,2,"0,8","1,2",6,2,4
275652,BF134,285,150521,"40,5",953,1,11,301,,"4,05","2,025","0,81","1,215","6,075","2,025","4,05"
275669,BS2652,,150521,7,951,1,,0,,"0,7","0,35","0,14","0,21","1,05","0,35","0,7"
